"X1" "X3" "X4" "X5" "X6" "X7" "X8" "X9"
"165853" "2015" "MONTANA" "30" "Granite" "39" "30039" 0 "062915-b"
"165854" "2015" "MONTANA" "30" "Hill" "41" "30041" 95705 "062915-b"
"165855" "2015" "MONTANA" "30" "Jefferson" "43" "30043" 0 "062915-b"
"165856" "2015" "MONTANA" "30" "Judith-Basin" "45" "30045" 2369 "062915-b"
"165857" "2015" "MONTANA" "30" "Lake" "47" "30047" 0 "062915-b"
"165858" "2015" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 7502 "062915-b"
"165859" "2015" "MONTANA" "30" "Liberty" "51" "30051" 129589 "062915-b"
"165860" "2015" "MONTANA" "30" "Lincoln" "53" "30053" 0 "062915-b"
"165861" "2015" "MONTANA" "30" "Madison" "57" "30057" 10472 "062915-b"
"165862" "2015" "MONTANA" "30" "McCone" "55" "30055" 29981 "062915-b"
"165863" "2015" "MONTANA" "30" "Meagher" "59" "30059" 35630 "062915-b"
"165864" "2015" "MONTANA" "30" "Mineral" "61" "30061" 0 "062915-b"
"165865" "2015" "MONTANA" "30" "Missoula" "63" "30063" 0 "062915-b"
"165866" "2015" "MONTANA" "30" "Musselshell" "65" "30065" 12726 "062915-b"
"165867" "2015" "MONTANA" "30" "Park" "67" "30067" 0 "062915-b"
"165868" "2015" "MONTANA" "30" "Petroleum" "69" "30069" 4015 "062915-b"
"165869" "2015" "MONTANA" "30" "Phillips" "71" "30071" 100132 "062915-b"
"165870" "2015" "MONTANA" "30" "Pondera" "73" "30073" 103197 "062915-b"
"165871" "2015" "MONTANA" "30" "Powder-River" "75" "30075" 9753 "062915-b"
"165872" "2015" "MONTANA" "30" "Powell" "77" "30077" 0 "062915-b"
"165873" "2015" "MONTANA" "30" "Prairie" "79" "30079" 21622 "062915-b"
"165874" "2015" "MONTANA" "30" "Ravalli" "81" "30081" 0 "062915-b"
"165875" "2015" "MONTANA" "30" "Richland" "83" "30083" 0 "062915-b"
"165876" "2015" "MONTANA" "30" "Roosevelt" "85" "30085" 182697 "062915-b"
"165877" "2015" "MONTANA" "30" "Rosebud" "87" "30087" 11854 "062915-b"
"165878" "2015" "MONTANA" "30" "Sanders" "89" "30089" 0 "062915-b"
"165879" "2015" "MONTANA" "30" "Sheridan" "91" "30091" 0 "062915-b"
"165880" "2015" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "062915-b"
"165881" "2015" "MONTANA" "30" "Stillwater" "95" "30095" 0 "062915-b"
"165882" "2015" "MONTANA" "30" "Sweet-Grass" "97" "30097" 0 "062915-b"
"165883" "2015" "MONTANA" "30" "Teton" "99" "30099" 10594 "062915-b"
"165884" "2015" "MONTANA" "30" "Toole" "101" "30101" 10945 "062915-b"
"165885" "2015" "MONTANA" "30" "Treasure" "103" "30103" 2248 "062915-b"
"165886" "2015" "MONTANA" "30" "Valley" "105" "30105" 11053 "062915-b"
"165887" "2015" "MONTANA" "30" "Wheatland" "107" "30107" 44323 "062915-b"
"165888" "2015" "MONTANA" "30" "Wibaux" "109" "30109" 13339 "062915-b"
"165889" "2015" "MONTANA" "30" "Yellowstone" "111" "30111" 129912 "062915-b"
"168740" "2014" "MONTANA" "30" "Beaverhead" "1" "30001" 127840 "062915"
"168741" "2014" "MONTANA" "30" "Big-Horn" "3" "30003" 1703936 "062915"
"168742" "2014" "MONTANA" "30" "Blaine" "5" "30005" 6365054 "062915"
"168743" "2014" "MONTANA" "30" "Broadwater" "7" "30007" 486560 "062915"
"168744" "2014" "MONTANA" "30" "Carbon" "9" "30009" 150666 "062915"
"168745" "2014" "MONTANA" "30" "Carter" "11" "30011" 407804 "062915"
"168746" "2014" "MONTANA" "30" "Cascade" "13" "30013" 1133746 "062915"
"168747" "2014" "MONTANA" "30" "Chouteau" "15" "30015" 9653338 "062915"
"168748" "2014" "MONTANA" "30" "Custer" "17" "30017" 332034 "062915"
"168749" "2014" "MONTANA" "30" "Daniels" "19" "30019" 4800843 "062915"
"168750" "2014" "MONTANA" "30" "Dawson" "21" "30021" 1808750 "062915"
"168751" "2014" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "062915"
"168752" "2014" "MONTANA" "30" "Fallon" "25" "30025" 999499 "062915"
"168753" "2014" "MONTANA" "30" "Fergus" "27" "30027" 3770287 "062915"
"168754" "2014" "MONTANA" "30" "Flathead" "29" "30029" 17609 "062915"
"168755" "2014" "MONTANA" "30" "Gallatin" "31" "30031" 502712 "062915"
"168756" "2014" "MONTANA" "30" "Garfield" "33" "30033" 511635 "062915"
"168757" "2014" "MONTANA" "30" "Glacier" "35" "30035" 3226550 "062915"
"168758" "2014" "MONTANA" "30" "Golden-Valley" "37" "30037" 261467 "062915"
"168759" "2014" "MONTANA" "30" "Granite" "39" "30039" 0 "062915"
"168760" "2014" "MONTANA" "30" "Hill" "41" "30041" 7148594 "062915"
"168761" "2014" "MONTANA" "30" "Jefferson" "43" "30043" 28356 "062915"
"168762" "2014" "MONTANA" "30" "Judith-Basin" "45" "30045" 974432 "062915"
"168763" "2014" "MONTANA" "30" "Lake" "47" "30047" 223495 "062915"
"168764" "2014" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 599519 "062915"
"168765" "2014" "MONTANA" "30" "Liberty" "51" "30051" 1857994 "062915"
"168766" "2014" "MONTANA" "30" "Madison" "57" "30057" 171695 "062915"
"168767" "2014" "MONTANA" "30" "McCone" "55" "30055" 1955119 "062915"
"168768" "2014" "MONTANA" "30" "Meagher" "59" "30059" 62484 "062915"
"168769" "2014" "MONTANA" "30" "Mineral" "61" "30061" 7701 "062915"
"168770" "2014" "MONTANA" "30" "Missoula" "63" "30063" 12127 "062915"
"168771" "2014" "MONTANA" "30" "Musselshell" "65" "30065" 92535 "062915"
"168772" "2014" "MONTANA" "30" "Park" "67" "30067" 36413 "062915"
"168773" "2014" "MONTANA" "30" "Petroleum" "69" "30069" 399520 "062915"
"168774" "2014" "MONTANA" "30" "Phillips" "71" "30071" 3086023 "062915"
"168775" "2014" "MONTANA" "30" "Pondera" "73" "30073" 2330459 "062915"
"168776" "2014" "MONTANA" "30" "Powder-River" "75" "30075" 228775 "062915"
"168777" "2014" "MONTANA" "30" "Powell" "77" "30077" 0 "062915"
"168778" "2014" "MONTANA" "30" "Prairie" "79" "30079" 312873 "062915"
"168779" "2014" "MONTANA" "30" "Ravalli" "81" "30081" 31131 "062915"
"168780" "2014" "MONTANA" "30" "Richland" "83" "30083" 633075 "062915"
"168781" "2014" "MONTANA" "30" "Roosevelt" "85" "30085" 4118565 "062915"
"168782" "2014" "MONTANA" "30" "Rosebud" "87" "30087" 1559778 "062915"
"168783" "2014" "MONTANA" "30" "Sanders" "89" "30089" 22271 "062915"
"168784" "2014" "MONTANA" "30" "Sheridan" "91" "30091" 4443838 "062915"
"168785" "2014" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "062915"
"168786" "2014" "MONTANA" "30" "Stillwater" "95" "30095" 75493 "062915"
"168787" "2014" "MONTANA" "30" "Sweet-Grass" "97" "30097" 93735 "062915"
"168788" "2014" "MONTANA" "30" "Teton" "99" "30099" 914853 "062915"
"168789" "2014" "MONTANA" "30" "Toole" "101" "30101" 4667006 "062915"
"168790" "2014" "MONTANA" "30" "Treasure" "103" "30103" 52366 "062915"
"168791" "2014" "MONTANA" "30" "Valley" "105" "30105" 5022297 "062915"
"168792" "2014" "MONTANA" "30" "Wheatland" "107" "30107" 186241 "062915"
"168793" "2014" "MONTANA" "30" "Wibaux" "109" "30109" 644374 "062915"
"168794" "2014" "MONTANA" "30" "Yellowstone" "111" "30111" 505134 "062915"
"180268" "2014" "MONTANA" "30" "Beaverhead" "1" "30001" 127840 "071315-b"
"180269" "2014" "MONTANA" "30" "Big-Horn" "3" "30003" 1703936 "071315-b"
"180270" "2014" "MONTANA" "30" "Blaine" "5" "30005" 6438742 "071315-b"
"180271" "2014" "MONTANA" "30" "Broadwater" "7" "30007" 486560 "071315-b"
"180272" "2014" "MONTANA" "30" "Carbon" "9" "30009" 150666 "071315-b"
"180273" "2014" "MONTANA" "30" "Carter" "11" "30011" 407804 "071315-b"
"180274" "2014" "MONTANA" "30" "Cascade" "13" "30013" 1133746 "071315-b"
"180275" "2014" "MONTANA" "30" "Chouteau" "15" "30015" 9655780 "071315-b"
"180276" "2014" "MONTANA" "30" "Custer" "17" "30017" 332034 "071315-b"
"180277" "2014" "MONTANA" "30" "Daniels" "19" "30019" 4800843 "071315-b"
"180278" "2014" "MONTANA" "30" "Dawson" "21" "30021" 1808750 "071315-b"
"180279" "2014" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "071315-b"
"180280" "2014" "MONTANA" "30" "Fallon" "25" "30025" 999499 "071315-b"
"180281" "2014" "MONTANA" "30" "Fergus" "27" "30027" 3770287 "071315-b"
"180282" "2014" "MONTANA" "30" "Flathead" "29" "30029" 17609 "071315-b"
"180283" "2014" "MONTANA" "30" "Gallatin" "31" "30031" 502712 "071315-b"
"180284" "2014" "MONTANA" "30" "Garfield" "33" "30033" 511635 "071315-b"
"180285" "2014" "MONTANA" "30" "Glacier" "35" "30035" 3266621 "071315-b"
"180286" "2014" "MONTANA" "30" "Golden-Valley" "37" "30037" 261467 "071315-b"
"180287" "2014" "MONTANA" "30" "Granite" "39" "30039" 0 "071315-b"
"180288" "2014" "MONTANA" "30" "Hill" "41" "30041" 7148594 "071315-b"
"180289" "2014" "MONTANA" "30" "Jefferson" "43" "30043" 28356 "071315-b"
"180290" "2014" "MONTANA" "30" "Judith-Basin" "45" "30045" 974432 "071315-b"
"180291" "2014" "MONTANA" "30" "Lake" "47" "30047" 223495 "071315-b"
"180292" "2014" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 599519 "071315-b"
"180293" "2014" "MONTANA" "30" "Liberty" "51" "30051" 1857994 "071315-b"
"180294" "2014" "MONTANA" "30" "Madison" "57" "30057" 171695 "071315-b"
"180295" "2014" "MONTANA" "30" "McCone" "55" "30055" 1955119 "071315-b"
"180296" "2014" "MONTANA" "30" "Meagher" "59" "30059" 62484 "071315-b"
"180297" "2014" "MONTANA" "30" "Mineral" "61" "30061" 7701 "071315-b"
"180298" "2014" "MONTANA" "30" "Missoula" "63" "30063" 12127 "071315-b"
"180299" "2014" "MONTANA" "30" "Musselshell" "65" "30065" 92535 "071315-b"
"180300" "2014" "MONTANA" "30" "Park" "67" "30067" 36413 "071315-b"
"180301" "2014" "MONTANA" "30" "Petroleum" "69" "30069" 399520 "071315-b"
"180302" "2014" "MONTANA" "30" "Phillips" "71" "30071" 3086023 "071315-b"
"180303" "2014" "MONTANA" "30" "Pondera" "73" "30073" 2330459 "071315-b"
"180304" "2014" "MONTANA" "30" "Powder-River" "75" "30075" 228775 "071315-b"
"180305" "2014" "MONTANA" "30" "Powell" "77" "30077" 0 "071315-b"
"180306" "2014" "MONTANA" "30" "Prairie" "79" "30079" 312873 "071315-b"
"180307" "2014" "MONTANA" "30" "Ravalli" "81" "30081" 31131 "071315-b"
"180308" "2014" "MONTANA" "30" "Richland" "83" "30083" 633075 "071315-b"
"180309" "2014" "MONTANA" "30" "Roosevelt" "85" "30085" 4118565 "071315-b"
"180310" "2014" "MONTANA" "30" "Rosebud" "87" "30087" 1559778 "071315-b"
"180311" "2014" "MONTANA" "30" "Sanders" "89" "30089" 22271 "071315-b"
"180312" "2014" "MONTANA" "30" "Sheridan" "91" "30091" 4443838 "071315-b"
"180313" "2014" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "071315-b"
"180314" "2014" "MONTANA" "30" "Stillwater" "95" "30095" 75493 "071315-b"
"180315" "2014" "MONTANA" "30" "Sweet-Grass" "97" "30097" 93735 "071315-b"
"180316" "2014" "MONTANA" "30" "Teton" "99" "30099" 914853 "071315-b"
"180317" "2014" "MONTANA" "30" "Toole" "101" "30101" 4667006 "071315-b"
"180318" "2014" "MONTANA" "30" "Treasure" "103" "30103" 52366 "071315-b"
"180319" "2014" "MONTANA" "30" "Valley" "105" "30105" 5022297 "071315-b"
"180320" "2014" "MONTANA" "30" "Wheatland" "107" "30107" 186241 "071315-b"
"180321" "2014" "MONTANA" "30" "Wibaux" "109" "30109" 644374 "071315-b"
"180322" "2014" "MONTANA" "30" "Yellowstone" "111" "30111" 505134 "071315-b"
"183181" "2015" "MONTANA" "30" "Beaverhead" "1" "30001" 0 "071315"
"183182" "2015" "MONTANA" "30" "Big-Horn" "3" "30003" 252150 "071315"
"183183" "2015" "MONTANA" "30" "Blaine" "5" "30005" 260080 "071315"
"183184" "2015" "MONTANA" "30" "Broadwater" "7" "30007" 2411 "071315"
"183185" "2015" "MONTANA" "30" "Carbon" "9" "30009" 17224 "071315"
"183186" "2015" "MONTANA" "30" "Carter" "11" "30011" 101905 "071315"
"183187" "2015" "MONTANA" "30" "Cascade" "13" "30013" 83701 "071315"
"183188" "2015" "MONTANA" "30" "Chouteau" "15" "30015" 454969 "071315"
"183189" "2015" "MONTANA" "30" "Custer" "17" "30017" 141352 "071315"
"183190" "2015" "MONTANA" "30" "Daniels" "19" "30019" 5456 "071315"
"183191" "2015" "MONTANA" "30" "Dawson" "21" "30021" 57927 "071315"
"183192" "2015" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "071315"
"183193" "2015" "MONTANA" "30" "Fallon" "25" "30025" 263951 "071315"
"183194" "2015" "MONTANA" "30" "Fergus" "27" "30027" 58717 "071315"
"183195" "2015" "MONTANA" "30" "Flathead" "29" "30029" 50430 "071315"
"183196" "2015" "MONTANA" "30" "Gallatin" "31" "30031" 44714 "071315"
"183197" "2015" "MONTANA" "30" "Garfield" "33" "30033" 52568 "071315"
"183198" "2015" "MONTANA" "30" "Glacier" "35" "30035" 112683 "071315"
"183199" "2015" "MONTANA" "30" "Golden-Valley" "37" "30037" 21897 "071315"
"183200" "2015" "MONTANA" "30" "Granite" "39" "30039" 0 "071315"
"183201" "2015" "MONTANA" "30" "Hill" "41" "30041" 102428 "071315"
"183202" "2015" "MONTANA" "30" "Jefferson" "43" "30043" 0 "071315"
"183203" "2015" "MONTANA" "30" "Judith-Basin" "45" "30045" 2369 "071315"
"183204" "2015" "MONTANA" "30" "Lake" "47" "30047" 0 "071315"
"183205" "2015" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 7502 "071315"
"183206" "2015" "MONTANA" "30" "Liberty" "51" "30051" 208599 "071315"
"183207" "2015" "MONTANA" "30" "Lincoln" "53" "30053" 0 "071315"
"183208" "2015" "MONTANA" "30" "Madison" "57" "30057" 10472 "071315"
"183209" "2015" "MONTANA" "30" "McCone" "55" "30055" 37840 "071315"
"183210" "2015" "MONTANA" "30" "Meagher" "59" "30059" 35630 "071315"
"183211" "2015" "MONTANA" "30" "Mineral" "61" "30061" 0 "071315"
"183212" "2015" "MONTANA" "30" "Missoula" "63" "30063" 0 "071315"
"183213" "2015" "MONTANA" "30" "Musselshell" "65" "30065" 45361 "071315"
"183214" "2015" "MONTANA" "30" "Park" "67" "30067" 39 "071315"
"183215" "2015" "MONTANA" "30" "Petroleum" "69" "30069" 4015 "071315"
"183216" "2015" "MONTANA" "30" "Phillips" "71" "30071" 102628 "071315"
"183217" "2015" "MONTANA" "30" "Pondera" "73" "30073" 129591 "071315"
"183218" "2015" "MONTANA" "30" "Powder-River" "75" "30075" 26039 "071315"
"183219" "2015" "MONTANA" "30" "Powell" "77" "30077" 0 "071315"
"183220" "2015" "MONTANA" "30" "Prairie" "79" "30079" 32039 "071315"
"183221" "2015" "MONTANA" "30" "Ravalli" "81" "30081" 0 "071315"
"183222" "2015" "MONTANA" "30" "Richland" "83" "30083" 36915 "071315"
"183223" "2015" "MONTANA" "30" "Roosevelt" "85" "30085" 221543 "071315"
"183224" "2015" "MONTANA" "30" "Rosebud" "87" "30087" 75051 "071315"
"183225" "2015" "MONTANA" "30" "Sanders" "89" "30089" 0 "071315"
"183226" "2015" "MONTANA" "30" "Sheridan" "91" "30091" 34003 "071315"
"183227" "2015" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "071315"
"183228" "2015" "MONTANA" "30" "Stillwater" "95" "30095" 61770 "071315"
"183229" "2015" "MONTANA" "30" "Sweet-Grass" "97" "30097" 9564 "071315"
"183230" "2015" "MONTANA" "30" "Teton" "99" "30099" 10594 "071315"
"183231" "2015" "MONTANA" "30" "Toole" "101" "30101" 67207 "071315"
"183232" "2015" "MONTANA" "30" "Treasure" "103" "30103" 2248 "071315"
"183233" "2015" "MONTANA" "30" "Valley" "105" "30105" 81492 "071315"
"183234" "2015" "MONTANA" "30" "Wheatland" "107" "30107" 54277 "071315"
"183235" "2015" "MONTANA" "30" "Wibaux" "109" "30109" 26709 "071315"
"183236" "2015" "MONTANA" "30" "Yellowstone" "111" "30111" 375962 "071315"
"197676" "2014" "MONTANA" "30" "Beaverhead" "1" "30001" 127840 "072715-b"
"197677" "2014" "MONTANA" "30" "Big-Horn" "3" "30003" 1703936 "072715-b"
"197678" "2014" "MONTANA" "30" "Blaine" "5" "30005" 6438742 "072715-b"
"197679" "2014" "MONTANA" "30" "Broadwater" "7" "30007" 486560 "072715-b"
"197680" "2014" "MONTANA" "30" "Carbon" "9" "30009" 150666 "072715-b"
"197681" "2014" "MONTANA" "30" "Carter" "11" "30011" 407804 "072715-b"
"197682" "2014" "MONTANA" "30" "Cascade" "13" "30013" 1133746 "072715-b"
"197683" "2014" "MONTANA" "30" "Chouteau" "15" "30015" 9656765 "072715-b"
"197684" "2014" "MONTANA" "30" "Custer" "17" "30017" 332034 "072715-b"
"197685" "2014" "MONTANA" "30" "Daniels" "19" "30019" 4800843 "072715-b"
"197686" "2014" "MONTANA" "30" "Dawson" "21" "30021" 1808750 "072715-b"
"197687" "2014" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "072715-b"
"197688" "2014" "MONTANA" "30" "Fallon" "25" "30025" 999499 "072715-b"
"197689" "2014" "MONTANA" "30" "Fergus" "27" "30027" 3770287 "072715-b"
"197690" "2014" "MONTANA" "30" "Flathead" "29" "30029" 17609 "072715-b"
"197691" "2014" "MONTANA" "30" "Gallatin" "31" "30031" 502712 "072715-b"
"197692" "2014" "MONTANA" "30" "Garfield" "33" "30033" 511635 "072715-b"
"197693" "2014" "MONTANA" "30" "Glacier" "35" "30035" 3266621 "072715-b"
"197694" "2014" "MONTANA" "30" "Golden-Valley" "37" "30037" 261467 "072715-b"
"197695" "2014" "MONTANA" "30" "Granite" "39" "30039" 0 "072715-b"
"197696" "2014" "MONTANA" "30" "Hill" "41" "30041" 7148594 "072715-b"
"197697" "2014" "MONTANA" "30" "Jefferson" "43" "30043" 28356 "072715-b"
"197698" "2014" "MONTANA" "30" "Judith-Basin" "45" "30045" 974432 "072715-b"
"197699" "2014" "MONTANA" "30" "Lake" "47" "30047" 223495 "072715-b"
"197700" "2014" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 599519 "072715-b"
"197701" "2014" "MONTANA" "30" "Liberty" "51" "30051" 1857994 "072715-b"
"197702" "2014" "MONTANA" "30" "Madison" "57" "30057" 171695 "072715-b"
"197703" "2014" "MONTANA" "30" "McCone" "55" "30055" 1955119 "072715-b"
"197704" "2014" "MONTANA" "30" "Meagher" "59" "30059" 62484 "072715-b"
"197705" "2014" "MONTANA" "30" "Mineral" "61" "30061" 7701 "072715-b"
"197706" "2014" "MONTANA" "30" "Missoula" "63" "30063" 12127 "072715-b"
"197707" "2014" "MONTANA" "30" "Musselshell" "65" "30065" 95505 "072715-b"
"197708" "2014" "MONTANA" "30" "Park" "67" "30067" 36413 "072715-b"
"197709" "2014" "MONTANA" "30" "Petroleum" "69" "30069" 399520 "072715-b"
"197710" "2014" "MONTANA" "30" "Phillips" "71" "30071" 3086023 "072715-b"
"197711" "2014" "MONTANA" "30" "Pondera" "73" "30073" 2330459 "072715-b"
"197712" "2014" "MONTANA" "30" "Powder-River" "75" "30075" 228775 "072715-b"
"197713" "2014" "MONTANA" "30" "Powell" "77" "30077" 0 "072715-b"
"197714" "2014" "MONTANA" "30" "Prairie" "79" "30079" 312873 "072715-b"
"197715" "2014" "MONTANA" "30" "Ravalli" "81" "30081" 31131 "072715-b"
"197716" "2014" "MONTANA" "30" "Richland" "83" "30083" 633075 "072715-b"
"197717" "2014" "MONTANA" "30" "Roosevelt" "85" "30085" 4118565 "072715-b"
"197718" "2014" "MONTANA" "30" "Rosebud" "87" "30087" 1559778 "072715-b"
"197719" "2014" "MONTANA" "30" "Sanders" "89" "30089" 22271 "072715-b"
"197720" "2014" "MONTANA" "30" "Sheridan" "91" "30091" 4443838 "072715-b"
"197721" "2014" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "072715-b"
"197722" "2014" "MONTANA" "30" "Stillwater" "95" "30095" 75493 "072715-b"
"197723" "2014" "MONTANA" "30" "Sweet-Grass" "97" "30097" 93735 "072715-b"
"197724" "2014" "MONTANA" "30" "Teton" "99" "30099" 914853 "072715-b"
"197725" "2014" "MONTANA" "30" "Toole" "101" "30101" 4836001 "072715-b"
"197726" "2014" "MONTANA" "30" "Treasure" "103" "30103" 52366 "072715-b"
"197727" "2014" "MONTANA" "30" "Valley" "105" "30105" 5129309 "072715-b"
"197728" "2014" "MONTANA" "30" "Wheatland" "107" "30107" 186241 "072715-b"
"197729" "2014" "MONTANA" "30" "Wibaux" "109" "30109" 644374 "072715-b"
"197730" "2014" "MONTANA" "30" "Yellowstone" "111" "30111" 505134 "072715-b"
"200589" "2015" "MONTANA" "30" "Beaverhead" "1" "30001" 0 "072715"
"200590" "2015" "MONTANA" "30" "Big-Horn" "3" "30003" 312776 "072715"
"200591" "2015" "MONTANA" "30" "Blaine" "5" "30005" 273138 "072715"
"200592" "2015" "MONTANA" "30" "Broadwater" "7" "30007" 2411 "072715"
"200593" "2015" "MONTANA" "30" "Carbon" "9" "30009" 17224 "072715"
"200594" "2015" "MONTANA" "30" "Carter" "11" "30011" 145767 "072715"
"200595" "2015" "MONTANA" "30" "Cascade" "13" "30013" 83156 "072715"
"200596" "2015" "MONTANA" "30" "Chouteau" "15" "30015" 537611 "072715"
"200597" "2015" "MONTANA" "30" "Custer" "17" "30017" 230656 "072715"
"200598" "2015" "MONTANA" "30" "Daniels" "19" "30019" 5456 "072715"
"200599" "2015" "MONTANA" "30" "Dawson" "21" "30021" 95809 "072715"
"200600" "2015" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "072715"
"200601" "2015" "MONTANA" "30" "Fallon" "25" "30025" 295500 "072715"
"200602" "2015" "MONTANA" "30" "Fergus" "27" "30027" 64249 "072715"
"200603" "2015" "MONTANA" "30" "Flathead" "29" "30029" 50430 "072715"
"200604" "2015" "MONTANA" "30" "Gallatin" "31" "30031" 44714 "072715"
"200605" "2015" "MONTANA" "30" "Garfield" "33" "30033" 52568 "072715"
"200606" "2015" "MONTANA" "30" "Glacier" "35" "30035" 114107 "072715"
"200607" "2015" "MONTANA" "30" "Golden-Valley" "37" "30037" 27211 "072715"
"200608" "2015" "MONTANA" "30" "Granite" "39" "30039" 0 "072715"
"200609" "2015" "MONTANA" "30" "Hill" "41" "30041" 456498 "072715"
"200610" "2015" "MONTANA" "30" "Jefferson" "43" "30043" 0 "072715"
"200611" "2015" "MONTANA" "30" "Judith-Basin" "45" "30045" 13502 "072715"
"200612" "2015" "MONTANA" "30" "Lake" "47" "30047" 62015 "072715"
"200613" "2015" "MONTANA" "30" "Lewis-and-Clark" "49" "30049" 11525 "072715"
"200614" "2015" "MONTANA" "30" "Liberty" "51" "30051" 336494 "072715"
"200615" "2015" "MONTANA" "30" "Lincoln" "53" "30053" 0 "072715"
"200616" "2015" "MONTANA" "30" "Madison" "57" "30057" 10472 "072715"
"200617" "2015" "MONTANA" "30" "McCone" "55" "30055" 70857 "072715"
"200618" "2015" "MONTANA" "30" "Meagher" "59" "30059" 35630 "072715"
"200619" "2015" "MONTANA" "30" "Mineral" "61" "30061" 0 "072715"
"200620" "2015" "MONTANA" "30" "Missoula" "63" "30063" 0 "072715"
"200621" "2015" "MONTANA" "30" "Musselshell" "65" "30065" 79057 "072715"
"200622" "2015" "MONTANA" "30" "Park" "67" "30067" 39 "072715"
"200623" "2015" "MONTANA" "30" "Petroleum" "69" "30069" 4015 "072715"
"200624" "2015" "MONTANA" "30" "Phillips" "71" "30071" 140176 "072715"
"200625" "2015" "MONTANA" "30" "Pondera" "73" "30073" 133589 "072715"
"200626" "2015" "MONTANA" "30" "Powder-River" "75" "30075" 26039 "072715"
"200627" "2015" "MONTANA" "30" "Powell" "77" "30077" 0 "072715"
"200628" "2015" "MONTANA" "30" "Prairie" "79" "30079" 32039 "072715"
"200629" "2015" "MONTANA" "30" "Ravalli" "81" "30081" 0 "072715"
"200630" "2015" "MONTANA" "30" "Richland" "83" "30083" 72626 "072715"
"200631" "2015" "MONTANA" "30" "Roosevelt" "85" "30085" 345335 "072715"
"200632" "2015" "MONTANA" "30" "Rosebud" "87" "30087" 81486 "072715"
"200633" "2015" "MONTANA" "30" "Sanders" "89" "30089" 0 "072715"
"200634" "2015" "MONTANA" "30" "Sheridan" "91" "30091" 92159 "072715"
"200635" "2015" "MONTANA" "30" "Silver-Bow" "93" "30093" 0 "072715"
"200636" "2015" "MONTANA" "30" "Stillwater" "95" "30095" 91891 "072715"
"200637" "2015" "MONTANA" "30" "Sweet-Grass" "97" "30097" 9564 "072715"
"200638" "2015" "MONTANA" "30" "Teton" "99" "30099" 18737 "072715"
"200639" "2015" "MONTANA" "30" "Toole" "101" "30101" 124357 "072715"
"200640" "2015" "MONTANA" "30" "Treasure" "103" "30103" 5848 "072715"
"200641" "2015" "MONTANA" "30" "Valley" "105" "30105" 81492 "072715"
"200642" "2015" "MONTANA" "30" "Wheatland" "107" "30107" 72832 "072715"
"200643" "2015" "MONTANA" "30" "Wibaux" "109" "30109" 33664 "072715"
"200644" "2015" "MONTANA" "30" "Yellowstone" "111" "30111" 447825 "072715"
"212198" "2015" "MONTANA" "30" "Beaverhead" "1" "30001" 0 "081015"
"212199" "2015" "MONTANA" "30" "Big-Horn" "3" "30003" 612242 "081015"
"212200" "2015" "MONTANA" "30" "Blaine" "5" "30005" 431096 "081015"
"212201" "2015" "MONTANA" "30" "Broadwater" "7" "30007" 2411 "081015"
"212202" "2015" "MONTANA" "30" "Carbon" "9" "30009" 20476 "081015"
"212203" "2015" "MONTANA" "30" "Carter" "11" "30011" 187460 "081015"
"212204" "2015" "MONTANA" "30" "Cascade" "13" "30013" 120232 "081015"
"212205" "2015" "MONTANA" "30" "Chouteau" "15" "30015" 734446 "081015"
"212206" "2015" "MONTANA" "30" "Custer" "17" "30017" 365921 "081015"
"212207" "2015" "MONTANA" "30" "Daniels" "19" "30019" 13827 "081015"
"212208" "2015" "MONTANA" "30" "Dawson" "21" "30021" 107123 "081015"
"212209" "2015" "MONTANA" "30" "Deer-Lodge" "23" "30023" 0 "081015"
"212210" "2015" "MONTANA" "30" "Fallon" "25" "30025" 407226 "081015"
"212211" "2015" "MONTANA" "30" "Fergus" "27" "30027" 64249 "081015"
"212212" "2015" "MONTANA" "30" "Flathead" "29" "30029" 50430 "081015"
"212213" "2015" "MONTANA" "30" "Gallatin" "31" "30031" 48467 "081015"
"212214" "2015" "MONTANA" "30" "Garfield" "33" "30033" 62722 "081015"
"212215" "2015" "MONTANA" "30" "Glacier" "35" "30035" 154431 "081015"
"212216" "2015" "MONTANA" "30" "Golden-Valley" "37" "30037" 27406 "081015"
"212217" "2015" "MONTANA" "30" "Granite" "39" "30039" 0 "081015"
"212218" "2015" "MONTANA" "30" "Hill" "41" "30041" 1856598 "081015"
"212219" "2015" "MONTANA" "30" "Jefferson" "43" "30043" 0 "081015"
"212220" "2015" "MONTANA" "30" "Judith-Basin" "45" "30045" 30844 "081015"
